item_number,item_description,product_category,sheet_source,order,stock,price,has_pricing,has_stock_info
22359,KALAVARA DEEPAM OIL 20X500ML,Non-Food,NON-FOOD PRODUCTS,,0,42,TRUE,TRUE
22360,KALAVARA DEEPAM OIL 10X1L,Non-Food,NON-FOOD PRODUCTS,,0,40,TRUE,TRUE
22361,KALAVARA DEEPAM OIL 6X2L,Non-Food,NON-FOOD PRODUCTS,,0,48,TRUE,TRUE
22362,SUPARI SALLI SWEET 20X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22363,SUPARI SALLI SWEET 20X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22364,SUPARI TUKDA SWEET 20X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22365,SUPARI TUKDA SWEET 20X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22366,BARNYARD (KUTHIRAIVALI) MILLET RAVA 10X2LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22367,FINGER (RAGI) MILLET RAVA 10X2LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22368,FOXTAIL (THINAI) MILLET RAVA 10X2LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22369,PEARL (KAMBU) MILLET RAVA 10X2LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22370,PROSO (PANIVARAKU) MILLET RAVA 10X2LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22371,LITTLE (SAMAI) MILLET RAVA 10X2LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22373,GM RED CHILLI WHOLE WITH STEM 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22374,GM FARALI FLOUR 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22375,ROASTED (SHORT) VERMICELLI 20X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22376,SORGHUM VERMICELLI 20X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22377,KAMBU (PEARL MILLET) VERMICELLI 20X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22378,VARAGU (KODO MILLET) VERMICELLI 20X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22379,WHEAT VERMICELLI 20X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22380,FOXTAIL (THINAI) VERMICELLI 20X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22381,GM YELLOW CORN FLOUR 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22382,GM YELLOW CORN FLOUR 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22383,GM DRY DATES POWDER 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22385,GM BAKING POWDER JAR 24X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22386,GM BAKING SODA JAR 24X250G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22387,GM CITRIC ACID JAR 24X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22388,WHOLE POOJAFAL WHOLE BOLD 20X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22389,WHOLE POOJAFAL WHOLE BOLD 20X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22390,WHOLE POOJAFAL SMALL 20X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22391,SUPARI TUKDA (POOJAFAL TUKDA) 20X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22392,SUPARI TUKDA (POOJAFAL TUKDA) 20X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22393,SUPARI TUKDA (POOJAFAL TUKDA) 10X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22394,TRIVENI HOT 20X40G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22395,TRIVENI SWEET 20X40G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22396,CRANE MUKHWAS SWEET 20X40G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22397,CRANE MUKHWAS PLAIN 20X40G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22398,GM RAGI CHIPS 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22399,GM CARDAMOM GREEN 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22400,GM CARDAMOM GREEN 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22401,GM CARDAMOM GREEN 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22935,CLAY DIYA WITH WAX (24PC) BASKET 12/CS,Non-Food,NON-FOOD PRODUCTS,,4,60,TRUE,TRUE
22937,GM RANGOLI COLOR PURPLE 24X400G,Non-Food,NON-FOOD PRODUCTS,,28.7917,25,TRUE,TRUE
22938,DIWALI RANGOLI JALI(STENCIL) MID 25/CS,Non-Food,NON-FOOD PRODUCTS,,63,12.5,TRUE,TRUE
22939,COTTON SATRANJI (CARPET) 6X9 3/CS,Non-Food,NON-FOOD PRODUCTS,,14,60,TRUE,TRUE
22946,GM PEANUT RAW (ANDHRA STYLE) 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22955,CRISP HERB ONION 48X52G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22957,KALEJI CHAAP 12X850G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22960,SADA (PLAIN) BISCUITS 18X300G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22962,GM MUSTARD SEED SMALL 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22963,GM CINNAMON STICK ROUND 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22964,ROASTED CHANA TURMERIC 12X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22966,MOONG WADI MASALA 12X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22967,GM MUSTARD SEED BIG 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
22970,BHAKARWADI 20X250G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22973,AAM PAPAD YELLOW SLAB 40X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22974,KACHHA AAM PAPAD GREEN SLAB 40X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22975,GUAVA PULPY SLAB 40X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22976,STRAWBERRY PULPY SLAB 40X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22977,PINEAPPLE SPICY CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22978,LEMON SPICY CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22979,MANGO SPICY CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22980,ORANGE SPICY CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22981,COCKTAIL SPICY CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22982,MINT DOTS CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22983,LITCHI DOTS CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22984,MASALA DOTS CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22985,MIX FRUIT DOTS CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22986,JALJEERA DOTS CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22987,COCONUT SWEET 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22988,COCONUT KESARI 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22989,COCONUT PEDA 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22990,JALJEERA CANDY 24X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22991,MANGO POPS 24X250G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
22992,MIX FRUIT POPS 24X250G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23004,PREMIUM TEA 24X454G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23005,PREMIUM TEA 12X908G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23007,CHANA DAL MASALA 10X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23008,PEANUT DABELI 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23009,PEANUT UNSALTED SPLIT 12X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23010,PEANUT SALTED VALUE PACK 12X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23011,KHARI SHING SKINLESS 24X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23013,CHANA NIMBOO PUDINA 24X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23014,GUD CHANA 24X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23015,CHANA HOT N SPICY 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23017,CHANA WHITE SALTED 12X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23018,KABULI CHANA WITH WHOLE GARLIC 24X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23019,NAMKEEN GREEN PEAS ONION GARLIC 12X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23021,NAMKEEN SOYA STICK CHINESE CHATAKA 24X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23022,NAMKEEN SOYA STICK MAGIC MASALA 24X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23023,NAMKEEN SOYA STICK TANGY TOMATO 24X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23025,DRY FRUIT CASHEWNUT TANDOORI 48X100G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23026,SWEET CHANA (SATTOO) LADDO DESI GHEE AND BADAM 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23035,GM CINNAMON STICK ROUND 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23053,GM MAMRA BAJRI  20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23054,ALUMINIUM GOLDEN TEMPLE MINA #4,Non-Food,NON-FOOD PRODUCTS,,6,275,TRUE,TRUE
23055,LAMI. 9X12 LAXMI NARAYAN 6/CS,Non-Food,NON-FOOD PRODUCTS,,12,12,TRUE,TRUE
23056,ALUMINIUM OXIDIZED TEMPLE #4,Non-Food,NON-FOOD PRODUCTS,,0,275,TRUE,TRUE
23058,COPPER LOTI #11 6/CS,Non-Food,NON-FOOD PRODUCTS,,-1,70,TRUE,TRUE
23060,METAL G-L-S DIYA 4/CS,Non-Food,NON-FOOD PRODUCTS,,49,24,TRUE,TRUE
23061,METAL GANESH LAXMI WITH DIYA 10/CS,Non-Food,NON-FOOD PRODUCTS,,43,40,TRUE,TRUE
23062,METAL KAMAL GANESH SP 10/CS,Non-Food,NON-FOOD PRODUCTS,,0,35,TRUE,TRUE
23065,ALUMINUM DRY FRUIT BOX 8X8 6/CS,Non-Food,NON-FOOD PRODUCTS,,0,40,TRUE,TRUE
23066,BRASS LOTI WITH PIPE 4/CS,Non-Food,NON-FOOD PRODUCTS,,0,75,TRUE,TRUE
23067,ROUND PHOTOFRAME GANESH 20/CS,Non-Food,NON-FOOD PRODUCTS,,0,45,TRUE,TRUE
23068,ROUND PHOTOFRAME LAXMI 20/CS,Non-Food,NON-FOOD PRODUCTS,,0,45,TRUE,TRUE
23069,ROUND PHOTOFRAME SATYANARAYAN 20/CS,Non-Food,NON-FOOD PRODUCTS,,0,45,TRUE,TRUE
23070,FIBER IDOL SHIV 6/CS,Non-Food,NON-FOOD PRODUCTS,,27,45,TRUE,TRUE
23072,WOODEN TEMPLE 10X18 OPEN 1/CS,Non-Food,NON-FOOD PRODUCTS,,18,80,TRUE,TRUE
23073,WOODEN TEMPLE 10X18 DOOR 1/CS,Non-Food,NON-FOOD PRODUCTS,,0,85,TRUE,TRUE
23074,JUMMAR 4/CS,Non-Food,NON-FOOD PRODUCTS,,1,30,TRUE,TRUE
23076,EYETEX KAJAL DABBI 5X10PC,Non-Food,NON-FOOD PRODUCTS,,20,25,TRUE,TRUE
23077,JAY AMBE KUMKUM POUCH 50X100G,Non-Food,NON-FOOD PRODUCTS,,30,20,TRUE,TRUE
23079,GM CREAM OF RICE PARBOILED 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23080,UNROASTED VERMICELLI 26X850G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23081,SOYA CHAAP TANDOORI 12X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23082,SOYA CHAAP PLAIN 12X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23083,SOYA CHAAP TIKKA 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23086,CARROM PREMIA COIN WHITE BLACK  AND RED PAINTED,Non-Food,NON-FOOD PRODUCTS,,5,15,TRUE,TRUE
23088,GM RICE RAVA (CREAM OF RICE) 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23089,GM RICE RAVA (CREAM OF RICE) 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23092,ROASTED (SHORT) VERMICELLI 8X450G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23093,RAGI (FINGER MILLET) VERMICELLI 20X180G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23094,RAGI (FINGER MILLET) VERMICELLI 8X450G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23095,TAMARIND SLAB 40X500G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23096,SOYA CHAAP TIN 12X850G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23105,DRY COCONUT HALF 22LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
23106,GINGER GARLIC PASTE 12X320G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23107,GARLIC PASTE 12X320G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23108,GINGER PASTE 12X320G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23109,GINGER GARLIC PASTE12X700G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23110,GARLIC PASTE 12X700G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23111,GINGER PASTE 12X700G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23115,GM ECO FRIENDLY HOLI COLOR RED 20X500G,Non-Food,NON-FOOD PRODUCTS,,69,40,TRUE,TRUE
23116,GM ECO FRIENDLY HOLI COLOR YELLOW 20X500G,Non-Food,NON-FOOD PRODUCTS,,55,40,TRUE,TRUE
23117,GM ECO FRIENDLY HOLI COLOR ORANGE 20X500G,Non-Food,NON-FOOD PRODUCTS,,19,35,TRUE,TRUE
23118,GM ECO FRIENDLY HOLI COLOR SKY BLUE 20X500G,Non-Food,NON-FOOD PRODUCTS,,60,35,TRUE,TRUE
23119,GM ECO FRIENDLY HOLI COLOR PARROT GREEN 20X500G,Non-Food,NON-FOOD PRODUCTS,,50,35,TRUE,TRUE
23120,GM ECO FRIENDLY HOLI COLOR PINK 20X500G,Non-Food,NON-FOOD PRODUCTS,,23,40,TRUE,TRUE
23121,COTTON NADA (DORI) 30/CS,Non-Food,NON-FOOD PRODUCTS,,43,15,TRUE,TRUE
23122,COTTON POOJA THAL COVER 20/CS,Non-Food,NON-FOOD PRODUCTS,,1,48,TRUE,TRUE
23124,GM FENNEL SEED 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23125,GM CORIANDER SEED 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23126,SHER WHOLE WHEAT FLOUR (WHOLE GRAIN-BROWN) 20LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23131,GM RED CHILLI POWDER BYADGI 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23132,GM RED CHILLI POWDER BYADGI 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23133,GM RED CHILLI POWDER BYADGI 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23134,GM RED CHILLI POWDER EXTRA HOT 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23135,GM BLACK SALT (KALA NAMAK) 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23136,GM RED CHILLI CRUSHED 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23137,GM RED CHILLI POWDER 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23138,GM CINNAMON POWDER 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23139,GM CINNAMON POWDER 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23140,SALT LITE 4X7.5LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23141,GM SESAME SEED BROWN 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23142,GM CARDAMOM BLACK 40X50G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23143,GM RED CHILLI POWDER EXTRA HOT RESHAMPATTI 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23144,GM RED CHILLI POWDER EXTRA HOT RESHAMPATTI 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23145,GM RED CHILLI POWDER EXTRA HOT RESHAMPATTI 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23146,GM CORIANDER POWDER 10X4LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23147,TAMARIND SLAB 20X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23148,GM CURRY POWDER HOT/ EX-HOT 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23149,GM CURRY POWDER HOT/ EX-HOT 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23150,GM CURRY POWDER HOT/ EX-HOT 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23151,GM FLAX SEEDS (ALSI) 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23152,GM FLAX SEEDS (ALSI) 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23153,GM PUNJABI GARAM MASALA POWDER 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23154,GM PUNJABI GARAM MASALA POWDER 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23155,GM PUNJABI GARAM MASALA POWDER 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23156,GM METHI (FENUGREEK) POWDER 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23157,GM KABAB CHINI (ALL SPICE) 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23158,GM KABAB CHINI (ALL SPICE) 20X100G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23159,GM SESAME SEED BLACK 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23160,GM MUSTARD SEED YELLOW 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23161,GM MUSTARD SEED YELLOW 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23162,GARLIC PASTE 12X10OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23163,MANGO JAM 12X12.35OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23164,CASHEW WHOLE 16X7OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23165,POHA THIN WHITE 10X1LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23166,POHA THIN RED 10X1.1LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23167,BASMATI WHITE RICE 4X10LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23168,BASMATI BROWN RICE 4X10LB,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23169,METHI (FENUGREEK) SEEDS 16X7OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23174,IQF-ALPHONSO MANGO SLICE 10X1KG,Frozen,FROZEN PRODUCTS,,,,FALSE,FALSE
23175,IQF- KESAR MANGO PULP 10X1KG,Frozen,FROZEN PRODUCTS,,,,FALSE,FALSE
23183,MUSTARD CRUSHED 55LB,Bulk,BULK PRODUCTS,,,,FALSE,FALSE
23190,GM MAMRA JUWAR 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23199,S.S MIXING BOWL #10 40/CS,Non-Food,NON-FOOD PRODUCTS,,103,45,TRUE,TRUE
23200,NONSTICK UTTAPAM TAWA 6/CS,Non-Food,NON-FOOD PRODUCTS,,28,66,TRUE,TRUE
23202,GANDHI HONEY 50X50G,Non-Food,NON-FOOD PRODUCTS,,0,35,TRUE,TRUE
23203,GM SHAH JEERA 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23205,GM CURRY POWDER (MILD) 20X200G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23206,GM CURRY POWDER (MILD) 20X400G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23207,GM CURRY POWDER (MILD) 10X800G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23208,PEANUT LEMON CHILLY 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23209,PEANUT THAI SWEET CHILLY 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23210,PEANUT WASABI 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23211,KHARI SHING CHANA (SALTED) 24X300G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23212,ROASTED KHARI SHING COCONUT WATER 24X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23213,CHANA HING JEERA 24X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23214,CHANA TANDOORI SKINLESS 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23215,CHANA LEMON N MINT 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23216,CHANA TURMERIC N PEPPER 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23217,CHANA CHILLY N GARLIC 24X140G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23218,CHANA SPICY MASALA 24X150G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23219,CHIKKI PEANUT CRUSH 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23220,CHIKKI TIL LADDO 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23222,NAMKEEN COCKTAIL NUTS 24X120G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23223,NAMKEEN SUNDRIED POTATO CHIPS MASALA 24X110G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23224,SWEET CHANA BURFI 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23225,SWEET BESAN LADDU DESI GHEE 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23226,SWEET GOND LADDU 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23227,SWEET ANJEER DRY FRUIT BURFI 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23228,MOONGFALI GACHAK 20X400G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23229,ROASTED CHANA WHITE SALTED 6X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23230,CHIKKI DRY FRUIT 20X350G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23250,IODIZED SEA SALT 12X1KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23251,IODIZED SEA SALT 16X650G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23252,BANARASI MUKHWAS 20X200G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23255,GM MASOOR DAL 20X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23268,GM KOLHAPURI JAGGERY CUBES 24X500G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23269,IODIZED SALT JAR 12X3LB,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23277,FINGER (RAGI) MILLET PASTA 24X210G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23278,LITTLE (SAMAI) MILLET PASTA 24X210G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23279,PEARL (KAMBU) MILLET PASTA 24X210G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23280,BARNYARD (KUTHIRAIVALI) MILLET PASTA 24X210G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23281,KODO (VARAGU) MILLET PASTA 24X210G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23282,MULTI MILLET PASTA 24X210G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23283,FOXTAIL (THINAI) MILLET PASTA 24X210G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23285,"KALAVARA NO. 3 FRYUMS (CRACKERS 4"") 60X200G",Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23287,GM KOLHAPURI JAGGERY MINI CUBES 24X500G,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23289,HIMALAYAN PINK SALT (PLASTIC SPRINKLER JAR) 12X850G,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23290,HIMALAYAN WHITE SALT (PLASTIC JAR) 6X2.26KG,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
23291,MEDJOOL DATES CALIFORNIA 12X2LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23292,CORIANDER SEED JAR 24X5OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23293,CORIANDER SEED 16X7OZ,Organic,ORGANIC PRODUCTS,,,,FALSE,FALSE
23297,BAHAR LONG (EXTRA) GRAIN BASMATI RICE4X10LB,Grain Market,GRAIN MARKET PRODUCTS,,,,FALSE,FALSE
23298,WOODEN BIG ZULA 1/CS,Non-Food,NON-FOOD PRODUCTS,,0,800,TRUE,TRUE
23300,COPPER TARBHANA #7 12/CS,Non-Food,NON-FOOD PRODUCTS,,16,45,TRUE,TRUE
23301,COPPER TARBHANA #9 12/CS,Non-Food,NON-FOOD PRODUCTS,,8,65,TRUE,TRUE
23302,MANGO DRINK 6X2L,Branded,BRANDED PRODUCTS,,,,FALSE,FALSE
